pickup_datetime,dropoff_datetime,pickup_region,dropoff_region,fare_amount,trip_distance
2024-06-14 14:31:31,2024-06-14 14:34:31,昌平区,朝阳区,14.5,1.0
2024-06-02 11:00:58,2024-06-02 11:21:58,丰台区,西城区,23.9,7.0
2024-06-18 12:14:19,2024-06-18 12:45:19,东城区,西城区,40.2,13.0
2024-06-04 11:08:22,2024-06-04 11:20:22,海淀区,朝阳区,26.7,7.5
2024-06-01 07:01:41,2024-06-01 07:29:41,丰台区,门头沟区,44.7,14.7
2024-06-04 13:04:29,2024-06-04 13:19:29,朝阳区,朝阳区,29.8,9.6
2024-06-26 12:00:00,2024-06-26 12:29:00,西城区,石景山区,37.4,12.2
2024-06-26 13:55:01,2024-06-26 14:17:01,丰台区,顺义区,25.5,7.6
2024-06-11 11:05:41,2024-06-11 11:19:41,西城区,石景山区,28.4,9.0
2024-06-01 07:07:03,2024-06-01 07:19:03,海淀区,昌平区,28.7,8.3
2024-06-20 07:14:45,2024-06-20 07:29:45,大兴区,大兴区,19.3,3.7
2024-06-29 19:33:17,2024-06-29 19:40:17,西城区,门头沟区,18.6,3.6
2024-06-21 16:14:50,2024-06-21 16:22:50,房山区,顺义区,17.4,4.5
2024-06-11 08:27:58,2024-06-11 08:57:58,朝阳区,房山区,33.2,9.9
2024-06-01 18:19:21,2024-06-01 18:35:21,海淀区,西城区,18.3,5.1
2024-06-09 11:45:47,2024-06-09 12:11:47,西城区,丰台区,29.4,9.7
2024-06-27 21:12:12,2024-06-27 21:17:12,西城区,通州区,15.5,2.6
2024-06-16 17:58:13,2024-06-16 18:46:13,大兴区,海淀区,47.0,16.1
2024-06-04 17:29:48,2024-06-04 17:36:48,丰台区,石景山区,17.0,3.4
2024-06-03 17:22:26,2024-06-03 17:51:26,海淀区,通州区,32.8,9.6
2024-06-21 14:57:07,2024-06-21 15:17:07,西城区,大兴区,34.0,11.6
2024-06-29 09:27:09,2024-06-29 10:07:09,朝阳区,朝阳区,54.4,19.3
2024-06-02 13:04:59,2024-06-02 13:07:59,西城区,门头沟区,14.1,1.8
2024-06-13 13:11:53,2024-06-13 13:23:53,石景山区,西城区,19.1,4.8
2024-06-15 11:06:24,2024-06-15 11:12:24,东城区,门头沟区,18.3,3.2
2024-06-16 06:34:25,2024-06-16 06:48:25,东城区,顺义区,25.2,7.8
2024-06-03 13:31:16,2024-06-03 13:53:16,通州区,房山区,32.9,10.0
2024-06-28 19:20:08,2024-06-28 19:40:08,朝阳区,丰台区,39.6,12.6
2024-06-03 16:32:29,2024-06-03 16:39:29,石景山区,昌平区,21.3,4.7
2024-06-28 19:28:00,2024-06-28 20:11:00,朝阳区,昌平区,49.7,18.3
2024-06-24 12:40:48,2024-06-24 13:22:48,朝阳区,大兴区,31.1,10.7
2024-06-28 11:02:44,2024-06-28 11:14:44,海淀区,昌平区,19.5,5.0
2024-06-08 14:09:57,2024-06-08 14:29:57,海淀区,海淀区,30.3,9.8
2024-06-29 21:18:15,2024-06-29 23:01:15,丰台区,丰台区,68.0,25.4
2024-06-07 21:53:23,2024-06-07 22:27:23,通州区,石景山区,35.6,12.6
2024-06-02 18:46:17,2024-06-02 19:02:17,朝阳区,顺义区,23.3,6.8
2024-06-14 10:06:13,2024-06-14 10:23:13,海淀区,东城区,45.5,15.2
2024-06-09 18:32:05,2024-06-09 18:51:05,丰台区,顺义区,34.0,11.6
2024-06-19 14:08:29,2024-06-19 14:21:29,海淀区,房山区,24.7,6.8
2024-06-22 10:19:26,2024-06-22 10:28:26,东城区,房山区,23.8,5.6
2024-06-21 07:55:05,2024-06-21 08:16:05,朝阳区,顺义区,32.3,10.0
2024-06-28 17:51:19,2024-06-28 17:56:19,东城区,朝阳区,13.2,2.7
2024-06-23 08:30:22,2024-06-23 08:35:22,通州区,石景山区,15.6,2.9
2024-06-18 13:55:27,2024-06-18 14:05:27,丰台区,朝阳区,23.4,7.3
2024-06-28 10:14:44,2024-06-28 10:20:44,海淀区,通州区,19.6,4.0
2024-06-26 09:12:22,2024-06-26 09:22:22,丰台区,大兴区,22.1,5.3
2024-06-14 10:15:31,2024-06-14 10:28:31,东城区,海淀区,24.2,6.0
2024-06-30 08:45:00,2024-06-30 08:54:00,石景山区,昌平区,19.8,5.6
2024-06-21 04:41:38,2024-06-21 05:26:38,朝阳区,朝阳区,26.8,8.0
2024-06-14 09:29:25,2024-06-14 09:42:25,东城区,西城区,17.8,5.0
2024-06-21 11:08:20,2024-06-21 11:13:20,朝阳区,西城区,14.8,3.0
2024-06-04 09:23:19,2024-06-04 09:49:19,西城区,石景山区,37.3,12.2
2024-06-12 08:42:00,2024-06-12 08:53:00,顺义区,顺义区,20.7,6.2
2024-06-23 11:19:05,2024-06-23 11:23:05,东城区,房山区,15.5,2.9
2024-06-22 12:54:31,2024-06-22 13:02:31,朝阳区,昌平区,20.8,4.7
2024-06-01 13:14:04,2024-06-01 13:38:04,东城区,石景山区,35.3,12.2
2024-06-20 18:34:28,2024-06-20 18:53:28,海淀区,朝阳区,22.6,7.0
2024-06-01 08:55:40,2024-06-01 09:07:40,朝阳区,朝阳区,22.9,7.2
2024-06-26 12:37:52,2024-06-26 13:04:52,朝阳区,海淀区,46.5,15.6
2024-06-01 18:21:30,2024-06-01 18:31:30,西城区,海淀区,20.4,4.8
2024-06-18 12:09:09,2024-06-18 12:12:09,海淀区,海淀区,17.9,1.0
2024-06-08 09:35:14,2024-06-08 10:02:14,顺义区,房山区,47.4,16.0
2024-06-16 08:11:58,2024-06-16 09:14:58,朝阳区,丰台区,41.8,15.0
2024-06-20 11:13:10,2024-06-20 11:51:10,海淀区,西城区,43.3,14.5
2024-06-14 11:46:49,2024-06-14 12:00:49,海淀区,通州区,22.5,6.7
2024-06-15 09:55:00,2024-06-15 10:03:00,丰台区,大兴区,19.6,4.4
2024-06-26 08:49:26,2024-06-26 09:36:26,通州区,昌平区,25.1,8.0
2024-06-16 08:26:54,2024-06-16 08:51:54,朝阳区,朝阳区,34.5,11.5
2024-06-30 18:25:14,2024-06-30 18:46:14,门头沟区,大兴区,38.1,11.8
2024-06-13 03:45:12,2024-06-13 03:58:12,房山区,海淀区,27.6,8.4
2024-06-07 17:06:04,2024-06-07 17:28:04,朝阳区,西城区,25.9,7.1
2024-06-09 14:38:26,2024-06-09 14:58:26,海淀区,通州区,47.7,16.5
2024-06-11 20:04:31,2024-06-11 20:43:31,西城区,丰台区,29.0,9.7
2024-06-21 12:11:00,2024-06-21 12:17:00,朝阳区,石景山区,18.3,3.7
2024-06-05 09:59:56,2024-06-05 10:41:56,朝阳区,门头沟区,41.2,15.0
2024-07-01 11:35:32,2024-07-01 11:39:32,通州区,丰台区,15.6,3.1
2024-07-01 18:11:31,2024-07-01 18:39:31,通州区,大兴区,37.4,13.3
2024-06-17 17:10:51,2024-06-17 17:21:51,西城区,通州区,23.3,6.4
2024-06-05 09:20:08,2024-06-05 09:23:08,海淀区,海淀区,15.5,1.0
2024-06-01 07:00:22,2024-06-01 07:25:22,朝阳区,昌平区,45.8,15.1
2024-06-27 06:38:21,2024-06-27 06:56:21,西城区,丰台区,19.4,5.5
2024-06-16 10:08:06,2024-06-16 10:31:06,东城区,通州区,46.8,15.8
2024-06-05 14:42:34,2024-06-05 14:49:34,朝阳区,昌平区,17.5,4.9
2024-06-14 14:06:43,2024-06-14 14:16:43,西城区,通州区,16.4,3.0
2024-06-26 14:10:00,2024-06-26 14:27:00,朝阳区,房山区,25.5,7.9
2024-06-02 12:12:24,2024-06-02 12:15:24,海淀区,东城区,17.7,1.3
2024-06-09 07:24:29,2024-06-09 07:54:29,朝阳区,西城区,35.7,11.7
2024-07-01 13:02:47,2024-07-01 13:21:47,东城区,海淀区,28.8,9.3
2024-06-15 12:33:22,2024-06-15 12:42:22,海淀区,东城区,20.5,6.1
2024-06-17 07:06:48,2024-06-17 07:21:48,房山区,大兴区,23.9,7.1
2024-06-28 19:59:49,2024-06-28 20:05:49,东城区,丰台区,19.5,3.7
2024-06-14 09:26:43,2024-06-14 09:38:43,西城区,朝阳区,26.0,8.1
2024-06-23 17:37:11,2024-06-23 18:08:11,朝阳区,石景山区,31.1,9.7
2024-06-03 16:05:17,2024-06-03 16:28:17,东城区,西城区,30.7,9.4
2024-06-10 19:40:28,2024-06-10 19:57:28,海淀区,西城区,29.8,10.2
2024-06-02 19:54:52,2024-06-02 19:59:52,通州区,东城区,14.5,3.4
2024-06-23 09:25:07,2024-06-23 09:34:07,房山区,顺义区,17.3,4.3
2024-06-19 13:03:38,2024-06-19 13:22:38,东城区,石景山区,32.9,10.8
2024-06-21 12:13:12,2024-06-21 12:29:12,通州区,昌平区,28.7,9.7
2024-06-11 23:19:48,2024-06-11 23:34:48,朝阳区,房山区,31.2,10.2
2024-06-22 11:12:40,2024-06-22 11:48:40,顺义区,海淀区,27.8,7.7
2024-06-07 18:42:18,2024-06-07 19:27:18,朝阳区,丰台区,46.6,15.5
2024-06-14 12:12:38,2024-06-14 12:29:38,丰台区,海淀区,33.2,9.7
2024-06-03 12:06:39,2024-06-03 12:24:39,东城区,朝阳区,32.0,11.2
2024-06-29 09:13:58,2024-06-29 09:29:58,丰台区,石景山区,31.2,10.0
2024-06-18 13:39:14,2024-06-18 13:49:14,西城区,房山区,25.8,8.3
2024-06-24 08:01:37,2024-06-24 08:17:37,西城区,房山区,27.1,8.6
2024-06-02 12:09:54,2024-06-02 12:15:54,朝阳区,门头沟区,19.9,4.7
2024-06-24 11:58:09,2024-06-24 12:01:09,通州区,西城区,13.7,1.0
2024-06-11 12:46:37,2024-06-11 12:59:37,房山区,丰台区,28.2,8.3
2024-06-21 17:17:17,2024-06-21 17:41:17,通州区,西城区,27.2,7.6
2024-06-23 08:00:35,2024-06-23 08:22:35,大兴区,大兴区,34.5,11.9
2024-06-19 09:18:08,2024-06-19 09:52:08,昌平区,丰台区,44.6,15.4
2024-06-16 15:27:28,2024-06-16 15:35:28,海淀区,昌平区,20.4,4.5
2024-06-03 15:11:19,2024-06-03 15:25:19,海淀区,门头沟区,28.2,9.4
2024-06-02 10:24:03,2024-06-02 10:56:03,海淀区,朝阳区,43.1,14.1
2024-06-28 10:56:09,2024-06-28 11:27:09,房山区,顺义区,43.7,15.3
2024-06-04 09:50:20,2024-06-04 10:03:20,西城区,海淀区,31.0,9.0
2024-06-27 12:14:18,2024-06-27 12:51:18,门头沟区,大兴区,45.2,16.5
2024-06-10 13:42:23,2024-06-10 13:53:23,西城区,通州区,22.6,6.1
2024-06-10 11:06:02,2024-06-10 11:31:02,石景山区,大兴区,33.7,11.2
2024-06-18 18:05:00,2024-06-18 18:36:00,西城区,门头沟区,34.0,10.7
2024-06-27 13:41:59,2024-06-27 14:01:59,西城区,海淀区,32.6,11.0
2024-06-26 03:47:30,2024-06-26 04:03:30,丰台区,顺义区,34.5,11.3
2024-06-21 09:27:02,2024-06-21 09:48:02,石景山区,房山区,21.7,6.2
2024-06-02 15:38:32,2024-06-02 16:08:32,门头沟区,顺义区,39.2,12.4
2024-06-09 09:35:06,2024-06-09 09:51:06,西城区,房山区,27.3,8.3
2024-06-02 07:44:04,2024-06-02 08:15:04,昌平区,海淀区,29.8,10.3
2024-06-30 17:25:24,2024-06-30 17:42:24,通州区,顺义区,29.3,9.8
2024-06-21 14:23:10,2024-06-21 15:11:10,通州区,通州区,27.1,8.3
2024-07-01 19:36:40,2024-07-01 20:00:40,东城区,昌平区,37.3,13.2
2024-06-13 12:18:25,2024-06-13 12:24:25,石景山区,大兴区,13.0,2.9
2024-06-16 16:50:01,2024-06-16 17:14:01,顺义区,朝阳区,25.5,8.0
2024-06-12 07:23:16,2024-06-12 07:26:16,昌平区,通州区,13.8,1.0
2024-06-17 17:55:52,2024-06-17 18:11:52,大兴区,丰台区,30.0,10.0
2024-06-01 17:20:54,2024-06-01 17:23:54,丰台区,昌平区,14.0,1.0
2024-06-19 13:34:19,2024-06-19 13:52:19,通州区,石景山区,39.5,12.8
2024-06-13 05:28:47,2024-06-13 05:51:47,房山区,西城区,36.9,13.2
2024-06-20 12:08:53,2024-06-20 12:11:53,海淀区,朝阳区,15.7,1.0
2024-06-10 00:02:30,2024-06-10 00:23:30,西城区,石景山区,31.8,10.1
2024-06-03 18:47:10,2024-06-03 19:12:10,朝阳区,昌平区,32.3,10.0
2024-06-05 17:42:44,2024-06-05 18:00:44,朝阳区,大兴区,34.0,10.4
2024-06-01 21:39:13,2024-06-01 22:01:13,大兴区,丰台区,20.0,4.0
2024-06-04 16:29:42,2024-06-04 17:00:42,通州区,东城区,39.3,12.5
2024-06-10 06:10:18,2024-06-10 06:13:18,朝阳区,通州区,13.5,1.0
2024-06-26 09:08:30,2024-06-26 09:22:30,朝阳区,西城区,27.0,8.0
2024-06-19 16:09:42,2024-06-19 16:27:42,大兴区,顺义区,20.5,6.1
2024-06-25 18:27:01,2024-06-25 19:26:01,丰台区,昌平区,43.5,14.9
2024-06-18 17:37:00,2024-06-18 17:52:00,丰台区,丰台区,35.9,11.4
2024-06-06 11:17:58,2024-06-06 11:20:58,西城区,西城区,16.2,1.0
2024-06-06 12:06:09,2024-06-06 12:36:09,丰台区,门头沟区,41.7,14.9
2024-06-26 09:18:18,2024-06-26 09:34:18,朝阳区,海淀区,38.0,12.0
2024-06-13 07:48:48,2024-06-13 07:56:48,西城区,西城区,18.6,4.0
2024-06-23 09:18:51,2024-06-23 10:23:51,昌平区,门头沟区,33.3,10.9
2024-06-12 11:53:14,2024-06-12 12:23:14,大兴区,海淀区,24.6,7.9
2024-06-16 13:40:49,2024-06-16 14:16:49,昌平区,西城区,32.5,10.9
2024-06-12 13:55:06,2024-06-12 14:08:06,朝阳区,东城区,38.7,13.7
2024-06-25 08:44:47,2024-06-25 09:02:47,东城区,通州区,30.3,10.5
2024-06-20 21:19:18,2024-06-20 21:59:18,朝阳区,昌平区,43.9,14.5
2024-06-11 18:23:36,2024-06-11 18:43:36,昌平区,西城区,29.9,9.9
2024-06-05 10:42:04,2024-06-05 11:07:04,昌平区,丰台区,44.4,15.7
2024-06-13 17:14:13,2024-06-13 17:18:13,门头沟区,海淀区,13.8,2.0
2024-06-16 09:43:24,2024-06-16 10:34:24,朝阳区,大兴区,47.2,15.8
2024-06-12 17:37:40,2024-06-12 18:08:40,通州区,大兴区,44.8,15.3
2024-06-13 09:15:45,2024-06-13 09:32:45,东城区,东城区,34.5,10.2
2024-06-12 23:16:26,2024-06-12 23:19:26,朝阳区,朝阳区,15.6,1.2
2024-06-24 13:35:01,2024-06-24 13:47:01,昌平区,大兴区,14.8,3.4
2024-06-25 17:48:57,2024-06-25 17:56:57,西城区,东城区,17.1,2.1
2024-06-30 23:00:54,2024-06-30 23:37:54,通州区,门头沟区,34.6,11.7
2024-06-11 08:57:33,2024-06-11 09:10:33,通州区,丰台区,34.7,10.6
2024-06-17 13:57:00,2024-06-17 14:32:00,丰台区,海淀区,43.1,14.8
2024-06-24 19:23:10,2024-06-24 19:37:10,昌平区,昌平区,24.2,7.1
2024-06-05 13:31:46,2024-06-05 13:44:46,丰台区,顺义区,27.7,8.4
2024-06-18 13:42:12,2024-06-18 14:00:12,朝阳区,昌平区,35.3,11.1
2024-06-13 12:18:59,2024-06-13 12:32:59,通州区,朝阳区,26.5,7.6
2024-06-25 04:17:54,2024-06-25 05:10:54,房山区,昌平区,38.2,12.1
2024-06-10 11:07:57,2024-06-10 11:21:57,海淀区,顺义区,30.3,8.5
2024-06-11 08:45:46,2024-06-11 09:27:46,房山区,昌平区,29.1,9.5
2024-06-08 18:58:26,2024-06-08 19:01:26,朝阳区,东城区,16.0,1.0
2024-06-12 17:41:35,2024-06-12 17:57:35,海淀区,昌平区,25.3,7.9
2024-06-26 10:34:35,2024-06-26 10:45:35,朝阳区,昌平区,23.9,7.6
2024-06-17 18:48:18,2024-06-17 18:51:18,通州区,门头沟区,17.6,1.0
2024-06-27 13:00:06,2024-06-27 13:14:06,通州区,门头沟区,25.2,6.7
2024-06-17 19:07:29,2024-06-17 19:27:29,东城区,房山区,31.7,9.1
2024-06-06 18:22:48,2024-06-06 18:31:48,东城区,通州区,20.5,4.4
2024-06-06 13:13:43,2024-06-06 13:44:43,顺义区,房山区,44.4,16.2
2024-06-07 14:25:48,2024-06-07 14:45:48,朝阳区,东城区,37.1,12.0
2024-06-16 08:45:13,2024-06-16 09:20:13,海淀区,房山区,47.9,16.6
2024-06-23 18:15:41,2024-06-23 18:37:41,东城区,石景山区,38.2,12.8
2024-06-24 12:17:13,2024-06-24 12:56:13,朝阳区,丰台区,24.0,7.3
2024-06-25 11:33:57,2024-06-25 11:50:57,海淀区,门头沟区,24.4,7.2
2024-06-30 17:30:43,2024-06-30 17:47:43,海淀区,门头沟区,29.9,9.1
2024-06-29 17:13:51,2024-06-29 17:19:51,朝阳区,昌平区,18.7,3.9
2024-06-25 11:26:14,2024-06-25 11:46:14,朝阳区,顺义区,32.1,9.3
2024-06-11 19:27:55,2024-06-11 19:42:55,西城区,西城区,26.7,7.9
2024-06-01 15:32:25,2024-06-01 15:39:25,朝阳区,海淀区,14.9,3.3
2024-06-06 18:20:51,2024-06-06 18:28:51,西城区,西城区,20.3,5.8
2024-06-25 07:20:18,2024-06-25 07:27:18,昌平区,西城区,16.9,3.5
2024-06-18 16:22:56,2024-06-18 16:32:56,门头沟区,丰台区,30.5,9.0
2024-06-19 07:19:10,2024-06-19 07:34:10,西城区,通州区,22.0,6.8
2024-06-13 21:53:36,2024-06-13 22:02:36,丰台区,通州区,15.7,3.8
2024-06-02 13:40:42,2024-06-02 13:57:42,丰台区,房山区,25.5,8.1
2024-06-12 15:39:35,2024-06-12 16:17:35,大兴区,朝阳区,51.4,18.6
2024-06-20 14:58:31,2024-06-20 15:26:31,丰台区,房山区,36.9,11.6
2024-06-09 14:56:50,2024-06-09 15:21:50,大兴区,东城区,42.5,15.4
2024-06-13 13:49:59,2024-06-13 13:55:59,海淀区,昌平区,16.6,1.7
2024-06-09 12:52:27,2024-06-09 13:09:27,东城区,房山区,36.0,10.9
2024-06-16 17:28:06,2024-06-16 17:43:06,西城区,朝阳区,21.7,6.3
2024-06-03 12:38:10,2024-06-03 12:41:10,顺义区,石景山区,14.5,1.4
2024-06-11 13:52:46,2024-06-11 14:25:46,丰台区,顺义区,61.2,22.5
2024-06-05 12:48:03,2024-06-05 12:52:03,昌平区,大兴区,16.3,2.5
2024-06-12 12:30:55,2024-06-12 13:15:55,东城区,东城区,39.4,14.2
2024-07-01 18:29:22,2024-07-01 18:50:22,朝阳区,东城区,30.8,9.6
2024-06-16 15:50:18,2024-06-16 16:01:18,房山区,房山区,26.5,8.6
2024-06-24 15:09:52,2024-06-24 15:41:52,海淀区,门头沟区,50.8,18.5
2024-06-23 11:27:21,2024-06-23 11:42:21,昌平区,大兴区,33.5,11.5
2024-06-09 07:57:00,2024-06-09 08:17:00,朝阳区,门头沟区,31.0,9.2
2024-06-23 14:26:29,2024-06-23 14:43:29,海淀区,东城区,22.7,6.8
2024-06-03 11:09:27,2024-06-03 11:12:27,西城区,昌平区,13.6,1.7
2024-06-26 14:27:39,2024-06-26 14:45:39,昌平区,东城区,35.8,12.0
2024-07-01 16:27:24,2024-07-01 16:44:24,海淀区,丰台区,27.3,9.2
2024-06-12 23:22:36,2024-06-12 23:40:36,海淀区,西城区,31.0,10.1
2024-06-07 11:24:06,2024-06-07 11:54:06,通州区,东城区,41.7,15.2
2024-06-05 14:09:21,2024-06-05 14:16:21,通州区,昌平区,19.9,4.1
2024-06-03 01:09:31,2024-06-03 01:15:31,朝阳区,朝阳区,14.6,3.3
2024-06-06 14:39:46,2024-06-06 15:20:46,朝阳区,房山区,29.6,9.7
2024-06-09 18:59:06,2024-06-09 19:26:06,顺义区,昌平区,49.3,18.4
2024-06-24 12:32:04,2024-06-24 12:47:04,海淀区,东城区,36.2,11.2
2024-06-29 08:18:21,2024-06-29 09:01:21,东城区,房山区,38.7,12.9
2024-06-18 16:30:25,2024-06-18 16:47:25,朝阳区,东城区,16.3,3.5
2024-06-19 17:48:15,2024-06-19 18:20:15,丰台区,房山区,30.1,9.7
2024-06-15 21:21:58,2024-06-15 21:47:58,昌平区,东城区,34.4,11.7
2024-06-06 16:28:46,2024-06-06 16:57:46,顺义区,顺义区,40.9,13.9
2024-07-01 18:46:18,2024-07-01 19:03:18,丰台区,大兴区,34.1,10.3
2024-06-20 13:46:50,2024-06-20 14:07:50,大兴区,顺义区,34.0,10.8
2024-06-20 18:36:37,2024-06-20 18:59:37,西城区,通州区,32.0,10.4
2024-06-12 13:32:08,2024-06-12 13:44:08,西城区,大兴区,20.4,5.9
2024-06-19 18:46:36,2024-06-19 18:57:36,海淀区,通州区,23.4,7.1
2024-06-11 13:28:13,2024-06-11 13:56:13,西城区,昌平区,46.0,16.8
2024-06-20 08:18:55,2024-06-20 08:38:55,海淀区,丰台区,27.5,7.4
2024-06-28 21:01:20,2024-06-28 21:04:20,朝阳区,昌平区,16.1,1.0
2024-06-24 07:52:02,2024-06-24 08:10:02,海淀区,西城区,36.0,12.1
2024-06-24 14:42:58,2024-06-24 14:48:58,朝阳区,海淀区,16.3,3.6
2024-06-26 09:26:53,2024-06-26 09:40:53,海淀区,通州区,23.7,6.6
2024-06-02 17:27:11,2024-06-02 17:48:11,海淀区,海淀区,35.2,12.1
2024-06-06 07:02:04,2024-06-06 08:31:04,朝阳区,东城区,40.8,14.8
2024-06-30 23:47:50,2024-07-01 00:07:50,朝阳区,昌平区,35.2,11.6
2024-06-10 18:56:36,2024-06-10 19:12:36,海淀区,丰台区,24.0,6.7
2024-06-14 19:02:03,2024-06-14 19:11:03,东城区,东城区,17.3,2.3
2024-06-06 11:34:42,2024-06-06 11:45:42,丰台区,房山区,27.8,7.3
2024-06-19 09:12:39,2024-06-19 09:27:39,丰台区,丰台区,25.0,8.2
2024-06-26 20:43:03,2024-06-26 21:03:03,海淀区,顺义区,40.6,13.3
2024-06-07 12:32:18,2024-06-07 12:42:18,海淀区,大兴区,24.5,7.8
2024-06-08 13:57:45,2024-06-08 14:17:45,东城区,通州区,27.7,8.3
2024-06-02 13:12:18,2024-06-02 13:25:18,海淀区,房山区,29.4,10.0
2024-06-10 12:53:54,2024-06-10 15:09:54,海淀区,昌平区,63.2,22.7
2024-06-11 08:06:10,2024-06-11 08:24:10,东城区,昌平区,32.8,9.6
2024-06-06 17:04:33,2024-06-06 17:18:33,朝阳区,顺义区,24.6,7.2
2024-06-04 17:56:12,2024-06-04 18:12:12,通州区,海淀区,29.3,8.4
2024-06-21 23:13:23,2024-06-21 23:22:23,大兴区,海淀区,21.1,5.4
2024-06-28 18:16:06,2024-06-28 18:19:06,西城区,门头沟区,14.8,1.0
2024-06-14 22:27:39,2024-06-14 22:38:39,朝阳区,房山区,21.9,5.8
2024-06-27 00:00:04,2024-06-27 00:29:04,石景山区,大兴区,32.4,9.5
2024-06-26 02:01:03,2024-06-26 02:22:03,西城区,西城区,30.0,10.3
2024-07-01 11:17:47,2024-07-01 11:26:47,顺义区,房山区,22.1,4.8
2024-06-28 07:48:13,2024-06-28 07:54:13,房山区,房山区,18.9,3.4
2024-06-24 19:28:58,2024-06-24 19:48:58,通州区,朝阳区,33.5,10.3
2024-06-08 13:43:22,2024-06-08 13:51:22,大兴区,昌平区,18.4,3.7
2024-06-30 18:14:23,2024-06-30 18:25:23,朝阳区,石景山区,25.1,6.9
2024-06-25 09:54:26,2024-06-25 09:58:26,朝阳区,丰台区,14.9,1.3
2024-06-01 13:02:47,2024-06-01 13:21:47,西城区,丰台区,44.3,14.8
2024-06-16 19:25:30,2024-06-16 19:33:30,朝阳区,石景山区,19.7,5.5
2024-06-14 09:22:17,2024-06-14 09:44:17,顺义区,大兴区,21.0,6.2
2024-06-27 10:50:13,2024-06-27 11:00:13,丰台区,丰台区,19.5,3.8
2024-06-03 16:04:22,2024-06-03 16:15:22,朝阳区,顺义区,24.1,6.0
2024-06-05 18:13:28,2024-06-05 18:22:28,西城区,顺义区,17.9,4.2
2024-06-04 10:41:13,2024-06-04 10:44:13,东城区,房山区,13.2,1.0
2024-06-15 13:40:18,2024-06-15 14:12:18,通州区,大兴区,47.0,16.0
2024-06-26 16:50:34,2024-06-26 17:03:34,西城区,海淀区,20.5,6.0
2024-06-15 17:59:23,2024-06-15 18:02:23,朝阳区,昌平区,14.3,1.0
2024-06-16 21:14:31,2024-06-16 21:52:31,房山区,西城区,43.8,14.6
2024-06-15 11:59:00,2024-06-15 12:37:00,朝阳区,顺义区,48.6,16.5
2024-07-01 08:04:35,2024-07-01 08:20:35,海淀区,东城区,15.7,3.7
2024-06-05 08:56:21,2024-06-05 09:33:21,房山区,海淀区,53.5,20.4
2024-06-05 22:11:24,2024-06-05 22:17:24,门头沟区,丰台区,15.6,3.1
2024-06-15 11:39:01,2024-06-15 12:13:01,海淀区,海淀区,43.1,14.1
2024-06-19 19:16:01,2024-06-19 19:44:01,房山区,门头沟区,33.2,11.4
2024-06-12 08:50:15,2024-06-12 09:13:15,石景山区,朝阳区,39.2,14.3
2024-06-06 19:02:03,2024-06-06 20:05:03,西城区,石景山区,35.9,12.3
2024-06-22 10:52:28,2024-06-22 10:58:28,朝阳区,顺义区,18.3,3.8
2024-06-30 18:24:18,2024-06-30 18:40:18,海淀区,昌平区,16.6,3.7
2024-06-20 17:14:42,2024-06-20 17:40:42,房山区,海淀区,46.6,15.6
2024-06-20 17:45:30,2024-06-20 17:55:30,东城区,东城区,19.5,3.8
2024-06-16 09:22:01,2024-06-16 09:25:01,海淀区,顺义区,15.2,1.1
2024-06-19 10:55:21,2024-06-19 11:01:21,昌平区,昌平区,13.7,2.9
2024-06-14 11:07:44,2024-06-14 11:13:44,房山区,西城区,16.8,3.3
2024-06-20 11:31:47,2024-06-20 12:12:47,西城区,顺义区,38.3,13.8
2024-06-03 11:15:55,2024-06-03 11:48:55,西城区,东城区,38.8,13.2
2024-06-28 18:58:13,2024-06-28 19:08:13,通州区,西城区,19.0,3.5
2024-06-26 19:18:56,2024-06-26 19:21:56,东城区,东城区,14.6,1.2
2024-06-16 11:45:21,2024-06-16 12:01:21,海淀区,门头沟区,22.7,5.5
2024-06-13 18:21:57,2024-06-13 18:34:57,朝阳区,朝阳区,32.0,10.0
2024-06-30 09:52:16,2024-06-30 09:57:16,朝阳区,石景山区,13.6,2.8
2024-06-29 18:34:59,2024-06-29 18:37:59,通州区,海淀区,15.6,2.1
2024-06-01 12:35:54,2024-06-01 12:50:54,房山区,东城区,29.1,10.0
2024-06-19 08:29:45,2024-06-19 08:42:45,海淀区,丰台区,26.5,8.5
2024-06-15 19:02:28,2024-06-15 19:20:28,东城区,西城区,37.7,13.0
2024-06-30 12:00:02,2024-06-30 12:18:02,朝阳区,西城区,19.9,5.4
2024-06-10 12:51:30,2024-06-10 12:59:30,石景山区,通州区,20.9,4.5
2024-06-13 11:00:01,2024-06-13 11:20:01,大兴区,大兴区,36.1,11.9
2024-06-11 20:32:27,2024-06-11 20:52:27,朝阳区,昌平区,27.8,8.3
2024-06-15 14:03:47,2024-06-15 14:13:47,门头沟区,海淀区,18.7,5.1
2024-06-29 05:04:20,2024-06-29 05:09:20,东城区,朝阳区,17.3,2.0
2024-06-10 18:43:00,2024-06-10 18:57:00,昌平区,丰台区,31.4,10.8
2024-06-05 11:57:46,2024-06-05 12:13:46,昌平区,昌平区,28.3,8.3
2024-06-22 16:22:02,2024-06-22 17:01:02,通州区,昌平区,43.7,14.6
2024-06-09 12:37:11,2024-06-09 13:18:11,西城区,丰台区,38.4,13.7
2024-06-26 15:07:52,2024-06-26 15:36:52,东城区,昌平区,26.4,7.9
2024-06-25 13:19:06,2024-06-25 13:42:06,丰台区,海淀区,32.0,10.8
